cld,dtr,frs,pet,vap,wet,elevation,lumpy
71.8,7,13.65,0.8,6.4,9.73,147,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
71.8,7,13.65,0.8,6.4,9.73,147,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
78,7.3,23.68,0.8,4.8,11.21,191,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.8,7,13.65,0.8,6.4,9.73,147,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
78,5.9,26.58,0.9,3.1,10.44,152,1
69.3,7.2,31,0.1,2.5,12.56,148,1
68.9,7.2,30.98,0.2,2.6,11.84,152,1
68.7,7.4,31,0.2,2.5,11.16,148,1
70.5,7,30.9,0.2,2.7,11.06,147,1
57.5,8.3,31,0.3,1.5,4.08,158,1
61.6,8,31,0.3,1.6,10.37,162,1
50,15.5,0,5.6,13.4,9.9,169,1
57.5,13.1,0,4.9,15.7,9.1,183,1
70,8.7,0,3.6,14.9,6.7,171,1
68.8,9.5,0,3.8,14.7,7.5,194,1
57.5,13.9,0,4.9,14.9,12.6,187,1
57.5,14.2,0,4.8,15.6,12.3,185,1
65,9.9,0,4.1,14.1,8.8,180,1
66.3,13.5,0,4.4,18,12.7,184,1
67.5,12.8,0,4.4,17.3,10.4,183,1
38.2,14.5,0,6.5,14.4,7.2,185,1
68.8,13.2,0,4.2,17.2,10.6,182,1
67.5,12.8,0,4.4,17.3,10.4,183,1
60,13.8,0,4.6,15.9,14,192,1
60,14.2,0,4.6,16.2,14.3,184,1
55,14.4,0,5,16.3,11.4,185,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
81,6.6,24.49,0.8,4.4,10.8,131,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
71.1,7.3,25.15,0.7,4.3,11.33,192,1
82,6,26.09,0.7,3.8,10.45,151,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
72.5,7.5,23.8,0.8,4.7,11.5,181,1
73.3,8.3,12.07,1,7.2,11.79,176,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
73.3,8.3,12.07,1,7.2,11.79,176,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
73.3,8.3,12.07,1,7.2,11.79,176,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
66.7,8.6,12.33,0.8,7.6,12.3,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
78,5.9,26.58,0.9,3.1,10.44,152,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
73.3,8.3,12.07,1,7.2,11.79,176,1
81,6.6,24.49,0.8,4.4,10.8,131,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,7.3,23.68,0.8,4.8,11.21,191,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
78,5.9,26.58,0.9,3.1,10.44,152,1
81,6.6,24.49,0.8,4.4,10.8,131,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
78,5.9,26.58,0.9,3.1,10.44,152,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
81,6.6,24.49,0.8,4.4,10.8,131,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.9,8.4,8.31,1.1,7.5,10.82,155,1
81,6.6,24.49,0.8,4.4,10.8,131,1
73.6,7.7,14.72,0.8,6.5,10.6,150,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
78,5.9,26.58,0.9,3.1,10.44,152,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,7.3,23.68,0.8,4.8,11.21,191,1
78.9,5.7,29.88,0.2,3.4,13.32,158,1
60.5,7.9,31,0.2,1.9,12.01,149,1
57.2,8.2,31,0.2,1.8,7.6,160,1
68.8,7.1,31,0.1,2.4,12.98,148,1
60.2,7.9,31,0.2,1.8,10.62,148,1
60.2,7.9,31,0.2,1.8,11.32,147,1
57.2,8.2,31,0.2,1.8,7.6,160,1
67.9,7.4,30.98,0.2,2.6,10.78,148,1
66.3,7.8,31,0.2,2.2,11.14,160,1
67.9,7.4,30.98,0.2,2.6,10.78,148,1
68.7,7.6,31,0.2,2.6,9.94,147,1
80.4,6.6,25.78,0.7,4.1,8.19,135,1
80.4,6.6,25.78,0.7,4.1,8.19,135,1
69.3,7.4,31,0.2,2.4,12.11,151,1
69.3,7.4,31,0.2,2.4,12.11,151,1
73.7,6.7,30.91,0.2,2.7,13.66,153,1
69.3,7.4,31,0.2,2.4,12.11,151,1
68.7,7.6,31,0.2,2.6,9.94,147,1
69.3,7.2,31,0.1,2.5,12.56,148,1
81.1,6.7,23.8,0.6,5.2,7.26,185,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
66.9,8.1,9.03,0.9,7.9,10.96,165,1
60,13.7,0,4.6,17.1,13.7,191,1
60,13.8,0,4.6,15.9,14,192,1
61.3,13.7,0,4.5,17,14.3,189,1
63.8,12.6,0,4.2,17.2,15.5,178,1
63.8,12.6,0,4.2,17.2,15.5,178,1
63.8,12.6,0,4.2,17.2,15.5,178,1
56.4,8.2,8.55,0.9,7.8,12.5,155,1
71.3,6.9,16.59,0.7,6.2,7.62,157,1
81.1,5.8,26.19,0.7,4,8.71,176,1
81.1,5.8,26.19,0.7,4,8.71,176,1
81.1,5.8,26.19,0.7,4,8.71,176,1
81.1,5.8,26.19,0.7,4,8.71,176,1
70.8,9.7,31,0.5,1.4,10.37,89,1
70.8,9.7,31,0.5,1.4,10.37,89,1
74.9,6.9,18.19,0.7,6.4,9.76,160,1
80.5,5.9,25.15,0.4,5,10.85,164,1
80.5,5.9,25.15,0.4,5,10.85,164,1
80.5,5.9,25.15,0.4,5,10.85,164,1
80.5,5.9,25.15,0.4,5,10.85,164,1
80.5,5.9,25.15,0.4,5,10.85,164,1
74.1,7.8,31,0.5,1.7,10.43,107,1
80.2,6.7,25.99,0.4,4.9,11.03,159,1
81.6,6.2,25.68,0.4,5,11.19,157,1
81.6,6.2,25.68,0.4,5,11.19,157,1
80.2,6.7,25.99,0.4,4.9,11.03,159,1
80.2,6.7,25.99,0.4,4.9,11.03,159,1
81.6,6.2,25.68,0.4,5,11.19,157,1
81.6,6.2,25.68,0.4,5,11.19,157,1
80.2,6.7,25.99,0.4,4.9,11.03,159,1
81.6,6.2,25.68,0.4,5,11.19,157,1
81.6,6.2,25.68,0.4,5,11.19,157,1
81.6,6.2,25.68,0.4,5,11.19,157,1
81.6,6.2,25.68,0.4,5,11.19,157,1
70.8,9.7,31,0.5,1.4,10.37,89,1
70.8,9.7,31,0.5,1.4,10.37,89,1
78.1,7,20.27,0.6,6.1,8.99,150,1
64.5,7.2,24.49,0.7,4.3,10.08,113,1
71.9,6.3,31,0.1,2.3,18.45,160,1
78.1,5.6,23.68,0.5,5.3,11.15,153,1
71.2,6,31,0.1,2.3,19.96,150,1
72.5,6.1,31,0.1,2.3,20.09,159,1
72.5,6.1,31,0.1,2.3,20.09,159,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,7.3,23.68,0.8,4.8,11.21,191,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
78,5.9,26.58,0.9,3.1,10.44,152,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,5.9,26.58,0.9,3.1,10.44,152,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
78,5.9,26.58,0.9,3.1,10.44,152,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
78,7.3,23.68,0.8,4.8,11.21,191,1
82,6,26.09,0.7,3.8,10.45,151,1
80.1,6.7,25.04,0.7,4.4,10.81,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
81,6.6,24.49,0.8,4.4,10.8,131,1
78,7.3,23.68,0.8,4.8,11.21,191,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
64.4,7.9,16.06,0.7,6.6,9.86,84,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
72.5,6.1,31,0.1,2.3,20.09,159,1
81,6.6,24.49,0.8,4.4,10.8,131,1
79.1,7.1,24.03,0.8,4.7,11.17,158,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
81.2,6.3,27.14,0.8,3.4,10.57,144,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
78,7.3,23.68,0.8,4.8,11.21,191,1
82,6,26.09,0.7,3.8,10.45,151,1
78,5.9,26.58,0.9,3.1,10.44,152,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
81,6.6,24.49,0.8,4.4,10.8,131,1
82,6,26.09,0.7,3.8,10.45,151,1
82,6,26.09,0.7,3.8,10.45,151,1
77.9,7.2,25.04,0.7,4.6,10.84,158,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
71.1,8.3,12.33,0.9,6.9,11.11,170,1
